Data,Luogo,X,Y,Numero_Predati,Specie_Predate,Osservazioni,Long,Lat
2023-11-17 00:00:00,Isone,2719000,1109000,3,pecore,"Animali non protetti adeguatamente Riscontro DNA: ""lupo"".",8.9781723353327,46.12199278552717
2023-11-12 00:00:00,Mezzovico,2713000,1105000,5,capre,"Tre capi segnalati come dispersi Animali non proteggibili Riscontro DNA: ""lupo"".",8.89960387444041,46.08704929283227
2023-11-06 00:00:00,Malcantone,2710000,1102000,5,capre,"tre capi segnalati come dispersi Animali non proteggibili Riscontro DNA: ""lupo"".",8.860123230553205,46.06056302565107
2023-10-18 00:00:00,Novazzano,2719000,1078000,1,agnello,"Animali non protetti adeguatamente Riscontro DNA: ""volpe"".",8.970342294937392,45.84318764217615
2023-09-29 00:00:00,Tremona,2717000,1082000,1,asino,"Riscontro DNA: ""volpe"".",8.945594893523408,45.87951053256489
2023-09-25 00:00:00,Airolo,2685000,1153000,1,pecora,"Animali non protetti adeguatamente Riscontro DNA: ""lupo"".",8.546412840602187,46.522905063484046
2023-09-23 00:00:00,Airolo,2682000,1153000,1,pecore,"Animali protetti in modo adeguato Riscontro DNA: ""lupo"".",8.507319873906983,46.523279304231195
2023-09-19 00:00:00,Blenio,2713000,1160000,1,pecora,"Animali protetti in modo adeguato Riscontro DNA: ""Canis spp."".",8.91296558130262,46.58172149048529
2023-09-17 00:00:00,Malcantone,2711000,1101000,1,mucca ferita,"Riscontro DNA: ""non interpretabile"".",8.872806670481227,46.051405286467435
2023-09-17 00:00:00,Rivera,2712000,1106000,1,capra,"Animali non proteggibili Riscontro DNA: ""lupo"".",8.886916642129245,46.09621007733582
2023-09-14 00:00:00,Valcolla,2718000,1106000,4,capre,"Animali non proteggibili Riscontro DNA: ""lupo"".",8.964483580240861,46.09518701287689
2023-09-14 00:00:00,Malcantone,2712000,1102000,1,capra,"Animali non proteggibili Riscontro DNA: ""volpe"".",8.885962472346568,46.060234082662696
2023-09-09 00:00:00,Mendrisio,2722000,1084000,1,capra,"Animali non protetti adeguatamente Riscontro DNA: ""lupo"".",9.010493618479932,45.89661513311539
2023-09-06 00:00:00,Blenio,2719000,1151000,2,capre,"Animali non proteggibili Riscontro DNA: ""lupo"".",8.988908526950508,46.49973577014696
2023-09-04 00:00:00,Capriasca,2720000,1105000,1,capre ferite di cui una,"Due capi segnalati come dispersi Animali non proteggibili Riscontro DNA: ""lupo""",8.990082872295481,46.0858403442264
2023-09-04 00:00:00,Capriasca,2718000,1106000,1,capra,"Tre capi segnalati come dispersi Animali non proteggibili Riscontro DNA: ""cane"".",8.964483580240861,46.09518701287689
2023-08-29 00:00:00,Gordevio,2691000,1138000,1,manzetta,"Richiesta autopsia Riscontro DNA: ""non interpretabile"".",8.621649967497296,46.387197219926264
2023-08-28 00:00:00,Valcolla,2726000,1104000,1,,"Animali non protetti adeguatamente Riscontro DNA: ""lupo"".",9.067364649616316,46.075752681395244
2023-08-26 00:00:00,Blenio (Bandita federale di caccia),2713000,1162000,1,pecora,Animali protetti adeguatamente I dati a disposizione hanno confermato la presenza del branco grigionese.,8.913456048921047,46.59970945924204
2023-08-24 00:00:00,Blenio (Bandita federale di caccia),2714000,1163000,1,pecore,Animali protetti adeguatamente I dati a disposizione hanno confermato la presenza del branco grigionese.,8.926751953079242,46.60853356780909
2023-08-22 00:00:00,Blenio (Bandita federale di caccia),2714000,1163000,1,pecora,Animali protetti adeguatamente I dati a disposizione hanno confermato la presenza del branco grigionese.,8.926751953079242,46.60853356780909
2023-08-21 00:00:00,Mergoscia,2707000,1118000,1,pecora,"Animali non protetti adeguatamente Riscontro DNA: ""ungulato"".",8.825017278880102,46.20495195414035
2023-08-21 00:00:00,Blenio (Bandita federale di caccia),2714000,1163000,3,pecore,Animali protetti adeguatamente I dati a disposizione hanno confermato la presenza del branco grigionese.,8.926751953079242,46.60853356780909
2023-08-21 00:00:00,Vallemaggia,2679000,1124000,5,capre,"Due capi segnalati come dispersi Animali non proteggibili Riscontro DNA: ""lupo"".",8.463291601709559,46.26278927608147
2023-08-18 00:00:00,Blenio (Bandita federale di caccia),2714000,1162000,12,pecore,"Animali protetti adeguatamente A seguito di recenti eventi avvenuti nella zona della Bandita federale di caccia della Greina e dell’ ordine di regolazione di un branco limitrofo emanato dal Canton Grigioni e autorizzato dall’Ufficio federale dell’ambiente, sono stati svolti accertamenti atti a comprendere se gli eventi avvenuti in Bandita su suolo ticinese siano riconducibili a suddetto branco o a individui singoli. I dati a disposizione hanno confermato la presenza del branco grigionese in prossimità delle pecore predate su suolo ticinese.",8.9265044263163,46.59953962074804
2023-08-13 00:00:00,Capriasca,2720000,1105000,1,capra ferita,"Riscontro DNA: ""ungulato"".",8.990082872295481,46.0858403442264
2023-08-13 00:00:00,Bosco Gurin,2678000,1131000,1,pecora,"Animali non proteggibili Riscontro DNA: ""lupo"".",8.451494625604116,46.32587013738512
2023-08-08 00:00:00,Bosco Gurin,2678000,1130000,2,pecore,"Animali non proteggibili Riscontro DNA: ""lupo"".",8.451327059566406,46.31687525518812
2023-08-07 00:00:00,Corippo,2708000,1121000,1,atto di predazione da parte del lupo ai danni di un agnello,Animali non protetti adeguatamente,8.838664895767742,46.231774794447745
2023-08-07 00:00:00,Ambrì,2696000,1150000,1,,"Animali non protetti adeguatamente Riscontro DNA: ""Canis spp."".",8.689125825121785,46.49443433962552
2023-08-04 00:00:00,Breno,2710000,1098000,1,pecora,"Animali non protetti adeguatamente Riscontro DNA: ""volpe"".",8.859187322643626,46.02458692820454
2023-08-04 00:00:00,Blenio (Bandita federale di caccia),2717000,1163000,9,pecore,"Alcuni animali dispersi Animali non proteggibili Riscontro DNA: ""lupo"".",8.965903102167783,46.6080149871917
2023-07-31 00:00:00,Bosco Gurin,2678000,1131000,1,pecora,"Animali non proteggibili Riscontro DNA: ""Canis spp."".",8.451494625604116,46.32587013738512
2023-07-31 00:00:00,Capriasca,2720000,1105000,1,capra,"Riscontro DNA: ""Lupo""",8.990082872295481,46.0858403442264
2023-07-31 00:00:00,Medeglia,2624000,1112000,1,capra,"Animali non proteggibili Riscontro DNA: ""Lupo""",7.749330511691964,46.15905264682832
2023-07-31 00:00:00,Malvaglia,2726000,1146000,6,pecore,"Animali non proteggibili Riscontro DNA: ""volpe"".",9.078713469912314,46.45348662978455
2023-07-30 00:00:00,Valcolla,2726000,1104000,1,carcassa di capra in avanzato stato di decomposizione,Quattro animali segnalati dispersi Animali non protetti adeguatamente DNA non raccoglibile.,9.067364649616316,46.075752681395244
2023-07-29 00:00:00,Capriasca,2719000,1104000,1,pecora,"Animali non protetti adeguatamente Riscontro DNA: ""non interpretabile"".",8.976904056949742,46.0770236926282
2023-07-28 00:00:00,Blenio (Bandita federale di caccia),2716000,1163000,4,pecore,"Animali non protetti adeguatamente Riscontro DNA: ""lupo"".",8.952852802490352,46.60818934424557
2023-07-26 00:00:00,Malvaglia,2721000,1145000,1,pecora,"Animali non proteggibili Riscontro DNA: ""Canis spp.""",9.013387751748594,46.44541439836286
2023-07-25 00:00:00,Bosco Gurin,2678000,1130000,1,lama,,8.451327059566406,46.31687525518812
2023-07-23 00:00:00,Breno,2710000,1098000,1,pecora,"Animali non protetti adeguatamente Riscontro DNA: ""volpe"".",8.859187322643626,46.02458692820454
2023-07-20 00:00:00,Capriasca,2720000,1105000,1,pecora,"Animali non protetti adeguatamente Riscontro DNA: ""lupo"".",8.990082872295481,46.0858403442264
2023-07-18 00:00:00,Brontallo,2691000,1134000,1,pecora,"Animali non protetti adeguatamente Riscontro DNA: ""Non interpretabile""",8.620866524869067,46.35121875809893
2023-07-17 00:00:00,Faido,2702000,1150000,1,capretto,Animali protetti adeguatamente DNA non raccoglibile,8.767266727001061,46.493547280835394
2023-07-12 00:00:00,Roncapiano,2722000,1087000,1,agnello,"Due animali dispersi Animali non proteggibili Riscontro DNA: ""Lupo""",9.01126843209569,45.923595809362745
2023-07-05 00:00:00,Capriasca,2718000,1107000,1,capra,"Due animali dispersi Animali non proteggibili Riscontro DNA: ""Lupo""",8.964735104872162,46.104180860354596
2023-07-04 00:00:00,Capriasca,2726000,1104000,1,capra,"Individuo non protetto adeguatamente Riscontro DNA: ""Volpe""",9.067364649616316,46.075752681395244
2023-07-04 00:00:00,Isone,2724000,1112000,1,capra ferita,"Due animali dispersi Animali non proteggibili Riscontro DNA: ""lupo"".",9.043634713539165,46.14807267716208
2023-07-03 00:00:00,Acquarossa,2712000,1144000,1,capra ferita,"Animali protetti adeguatamente Riscontro DNA: ""Cane""",8.896044010940138,46.437984889849716
2023-06-23 00:00:00,Chironico,2702000,1142000,7,pecore,"Alcuni animali dispersi Animali non protetti adeguatamente Riscontro DNA: ""Canis spp."".",8.765504597143861,46.42159256057348
2023-06-19 00:00:00,Bosco Gurin,2677000,1130000,2,pecore,"Animali non proteggibili Riscontro DNA: ""volpe""",8.438345341690463,46.31699059621774
2023-06-16 00:00:00,Mezzovico,2712000,1106000,1,capra,"Animali non protetti adeguatamente Riscontro DNA: ""volpe""",8.886916642129245,46.09621007733582
2023-06-15 00:00:00,Capriasca,2719000,1109000,1,capra,"Animali non protetti adeguatamente Riscontro DNA: ""non interpretabile""",8.9781723353327,46.12199278552717
2023-06-07 00:00:00,Cimadera,2724000,1104000,4,pecore,"Animali non protetti adeguatamente Riscontro DNA: ""lupo""",9.041519194523637,46.07612323902307
2023-06-07 00:00:00,Capriasca,2719000,1102000,1,agnello in avanzato stato di decomposizione e di una pecora ferita,"Animali non protetti adeguatamente Riscontro DNA: ""ungulato""",8.976397326374475,46.05903609923013
2023-06-03 00:00:00,Ludiano,2714000,1142000,1,pecora,Animali protetti adeguatamente Riscontro DNA: non interpretabile,8.92157107093994,46.41965964884504
2023-05-31 00:00:00,Capriasca,2720000,1105000,1,capra,Animali non protetti adeguatamente Riscontro DNA: lupo,8.990082872295481,46.0858403442264
2023-05-26 00:00:00,Malvaglia,2724000,1144000,1,,,9.052152590790131,46.43587227610134
2023-05-26 00:00:00,Indemini,2708000,1105000,14,pecore,Animali non proteggibili Riscontro DNA: lupo,8.834973641227801,46.08786834582839
2023-05-21 00:00:00,Malvaglia,2724000,1144000,1,pecore,Animali non proteggibili Riscontro DNA: lupo,9.052152590790131,46.43587227610134
2023-05-01 00:00:00,Aquila,2715000,1151000,13,pecore,Animali non protetti adeguatamente Riscontro DNA: lupo,8.936811503878651,46.50043481010036
2023-04-25 12:00:00,Roncapiano,2723000,1086000,1,agnello,Riscontro DNA: campione non interpretabile.,9.023894809114354,45.91442119863567
2023-04-08 00:00:00,Bironico,2715000,1107000,1,lupo,,8.925945603567916,46.10469915040502
2023-03-27 00:00:00,Somazzo,2720000,1082000,6,pecore,Alcuni animali dispersi Animali non protetti adeguatamente Riscontro DNA: lupo,8.984224702328737,45.87898548601192
2023-03-06 00:00:00,Giornico,2710000,1139000,1,cavallo con lievi ferite,Riscontro DNA: cane.,8.868838820089335,46.39334538878442
2023-01-16 00:00:00,Faido,2706000,1147000,1,pecora,Animali non protetti adeguatamente Riscontro DNA: lupo,8.8186719315954,46.46594333704767
2023-01-07 00:00:00,Cademario,2712000,1098000,1,capra,Animali non protetti adeguatamente Riscontro DNA: non interpretabile,8.885009549922286,46.02425819965703
2023-01-05 00:00:00,Lelgio,2719000,1104000,1,capra,Animali non protetti adeguatamente DNA non raccoglibile causa avanzato stato di decomposizione,8.976904056949742,46.0770236926282
2022-11-21 00:00:00,Cevio,2688000,1134000,2,capre,In attesa di riscontro DNA,8.581897696584369,46.351618656583994
2022-11-13 00:00:00,Lavizzara,2687000,1143000,1,capra,in attesa di riscontro DNA,8.570594591498105,46.432701278489525
2022-11-13 00:00:00,Avegno Gordevio,2703000,1120000,1,capra,in attesa di riscontro DNA,8.773641325744162,46.22356451200398
2022-11-13 00:00:00,Capriasca,2719000,1104000,1,pecora,In attesa di riscontro DNA,8.976904056949742,46.0770236926282
2022-11-06 00:00:00,Bironico,2715000,1108000,1,pecora,In attesa di riscontro DNA,8.926190815199297,46.11369308830759
2022-11-06 00:00:00,Lelgio,2718000,1105000,1,capra ferita,In attesa di riscontro DNA,8.964232137927919,46.086193171439064
2022-11-02 00:00:00,Lelgio,2718000,1105000,1,capra,in attesa di riscontro DNA,8.964232137927919,46.086193171439064
2022-11-02 00:00:00,Mergoscia,2708000,1118000,1,pecora,In attesa di riscontro DNA,8.837971309019881,46.20479225318449
2022-11-02 00:00:00,Mezzovico,2713000,1106000,1,capra,In attesa di riscontro DNA,8.899844664555376,46.09604327397905
2022-10-30 00:00:00,Torricella,2713000,1102000,1,capra,Animali non proteggibili In attesa di riscontro DNA,8.898881976651076,46.060067388117304
2022-10-30 00:00:00,Campo (Vallemaggia),2678000,1127000,1,lupo,"Le analisi per determinare età, sesso, individuo, e la possibile causa di morte sono attualmente in corso in collaborazione con l’Istituto per la salute dei pesci e della fauna selvatica (FIWI) di Berna",8.450824692319344,46.289890615756825
2022-10-24 00:00:00,Cerentino,2684000,1128000,2,pecore,Animali non protetti adeguatamente In attesa di riscontro DNA,8.528855437558017,46.29816240943102
2022-10-23 00:00:00,Arosio,2712000,1102000,1,capra,Animali non proteggibili In attesa di riscontro DNA,8.885962472346568,46.060234082662696
2022-10-23 00:00:00,Quinto,2698000,1152000,1,asino,In attesa di riscontro DNA 23 ottobre 2022,8.71559703014808,46.51213347456795
2022-10-15 00:00:00,Camperio,2710000,1155000,1,vitello,Riscontro DNA: lupo,8.872640746877568,46.53725142903195
2022-10-14 00:00:00,Torricella,2713000,1102000,1,capra,Animali non proteggibili In attesa di riscontro DNA,8.898881976651076,46.060067388117304
2022-10-05 00:00:00,Acquarossa,2712000,1145000,2,capre ferite,Animali non protetti adeguatamente In attesa di riscontro DNA,8.896285750897034,46.44697897201104
2022-09-25 00:00:00,Capriasca,2720000,1105000,1,capra ferita,Animali non protetti adeguatamente Riscontro DNA: canide,8.990082872295481,46.0858403442264
2022-09-24 00:00:00,Bosco Gurin,2682000,1129000,1,asino,Riscontro DNA: lupo,8.503077266784812,46.30740419476412
2022-09-24 00:00:00,Aurigeno,2699000,1121000,1,pecora,Animali protetti adeguatamente In attesa di riscontro DNA,8.722018177290156,46.23315928523329
2022-09-24 00:00:00,Maggia,2697000,1123000,1,pecora,Tre animali dispersi Animali non proteggibili Riscontro DNA: lupo,8.69651153480731,46.25143951871222
2022-09-23 00:00:00,Valcolla,2726000,1104000,1,capra,Due animali dispersi Animali non protetti adeguatamente Riscontro DNA: lupo,9.067364649616316,46.075752681395244
2022-09-22 00:00:00,Capriasca,2719000,1106000,1,pecora,Animali non protetti adeguatamente In attesa di riscontro DNA,8.977411119210238,46.095011311917695
2022-09-20 00:00:00,Lavertezzo,2709000,1130000,15,pecore in avanzato stato di decomposizione,Alcuni animali dispersi Animali non proteggibili Riscontro DNA: lupo,8.85372944305986,46.312561042372764
2022-09-17 00:00:00,Isone,2720000,1110000,1,capra,Animali non protetti adeguatamente Riscontro DNA: lupo,8.991362224234118,46.130809321531224
2022-09-16 00:00:00,Bosco Gurin,2679000,1132000,2,pecore,Alcuni animali dispersi Animali non proteggibili Riscontro DNA: lupo,8.464648209110235,46.334748151752834
2022-09-12 00:00:00,Bedretto,2683000,1152000,2,pecore ferite,Proteggibilità non verificabile In attesa di riscontro DNA,8.520171309716458,46.51416130179745
2022-09-11 00:00:00,Capriasca,2719000,1106000,1,capra,Animali non protetti adeguatamente Riscontro DNA: lupo,8.977411119210238,46.095011311917695
2022-09-09 00:00:00,Capriasca,2719000,1106000,1,capra,Animali non proteggibili Riscontro DNA: lupo,8.977411119210238,46.095011311917695
2022-09-07 00:00:00,Capriasca,2719000,1106000,1,pecora,Due pecore disperse Animali non protetti adeguatamente Riscontro DNA: lupo,8.977411119210238,46.095011311917695
2022-09-04 00:00:00,Bosco Gurin,2678000,1130000,1,pecore,Animali non proteggibili Riscontro DNA: lupo,8.451327059566406,46.31687525518812
2022-09-02 00:00:00,Bosco Gurin,2680000,1132000,1,pecora,Alcuni animali dispersi Animali non proteggibili DNA non raccoglibile causa avanzato stato di decomposizione,8.477634115445507,46.334629793293054
2022-08-31 00:00:00,Acquarossa,2710000,1150000,1,vitello,Riscontro DNA: lupo,8.871450483365534,46.49228087880152
2022-08-28 00:00:00,Berneggio,2711000,1159000,1,pecora,Animali non protetti adeguatamente Riscontro DNA: lupo,8.886636488404772,46.57306251868419
2022-08-27 00:00:00,Blenio,2702000,1153000,1,vitello,Riscontro DNA: lupo,8.767928728499454,46.52053024844534
2022-08-27 00:00:00,Bosco Gurin,2678000,1130000,1,capra,Alcuni animali dispersi Animali protetti adeguatamente Riscontro DNA: lupo,8.451327059566406,46.31687525518812
2022-08-22 00:00:00,Carena,2727000,1114000,1,pecora,Animali protetti adeguatamente DNA non raccoglibile,9.082996483712261,46.16550111599887
2022-08-19 00:00:00,Bosco Gurin,2681000,1131000,2,pecore,Animali non proteggibili Riscontro DNA: lupo,8.490445893593689,46.325515120203015
2022-08-18 00:00:00,Capriasca,2724000,1107000,1,vitello,DNA non raccoglibile causa ferite vecchie e cicatrizzate,9.04231186479961,46.103104236223515
2022-08-17 00:00:00,Sfille,2679000,1124000,2,vitelli feriti al muso,Riscontro DNA: lupo.,8.463291601709559,46.26278927608147
2022-08-16 00:00:00,Personico,2710000,1135000,1,carcassa di pecora in avanzato stato di decomposizioni,Alcuni animali dispersi DNA non raccoglibile causa avanzato stato di decomposizione,8.867891473289738,46.35736879589842
2022-08-14 00:00:00,Capriasca,2724000,1107000,1,capra,Alcuni animali dispersi Animali non proteggibili DNA non raccoglibile,9.04231186479961,46.103104236223515
2022-08-13 00:00:00,Quinto,2700000,1153000,6,carcasse di pecora in avanzato stato di decomposizione,Alcuni animali dispersi Animali non proteggibili DNA non raccoglibile causa avanzato stato di decomposizione,8.7418690641216,46.52083205926508
2022-08-11 00:00:00,Iragna,2712000,1112000,3,pecore,Alcune carcasse ritrovate durante i 15 giorni precedenti Alcuni animali dispersi Animali non proteggibili,8.88835024178609,46.15017424775687
2022-08-10 00:00:00,Isone,2722000,1111000,1,carcassa di pecora in avanzato stato di decomposizione,Alcuni animali dispersi Animali non proteggibili DNA non raccoglibile causa avanzato stato di decomposizione,9.017494328963195,46.13944402408217
2022-08-06 00:00:00,Carasso,2720000,1118000,1,carcassa di pecora in avanzato stato di decomposizione,Animali non protetti adeguatamente DNA non raccoglibile causa avanzato stato di decomposizione,8.993413552711285,46.20275994079181
2022-08-01 00:00:00,Sfille,2679000,1123000,3,capre,Alcuni animali dispersi Animali non proteggibili In attesa di riscontro DNA,8.463122276688821,46.25379442494773
2022-07-30 00:00:00,Capriasca,2719000,1106000,1,pecora,Animali non protetti adeguatamente Riscontro DNA: cane,8.977411119210238,46.095011311917695
2022-07-29 00:00:00,Bedretto,2683000,1152000,2,pecore,Alcuni animali dispersi Animali non protetti adeguatamente riscontro DNA: lupo,8.520171309716458,46.51416130179745
2022-07-27 00:00:00,Antabbia,2681000,1138000,7,carcasse di pecora in avanzato stato di decomposizione,Animali non protetti adeguatamente DNA non raccoglibile causa avanzato stato di decomposizione,8.49166559994765,46.38847889860677
2022-07-24 00:00:00,Alpe Nara,2709000,1149000,4,carcasse di pecora in avanzato stato di decomposizione,Animali non proteggibili DNA non raccoglibile causa avanzato stato di decomposizione,8.858192127006228,46.4834502587039
2022-07-23 00:00:00,Quinto,2700000,1153000,13,carcasse di pecora in avanzato stato di decomposizione,Alcuni animali dispersi Animali non proteggibili DNA non raccoglibile causa avanzato stato di decomposizione,8.7418690641216,46.52083205926508
2022-07-21 00:00:00,Sfille,2679000,1124000,3,capre,Animali non proteggibili riscontro DNA: lupo,8.463291601709559,46.26278927608147
2022-07-18 00:00:00,Antabbia,2681000,1139000,7,carcasse di pecora in avanzato stato di decomposizione,Animali non protetti adeguatamente DNA non raccoglibile causa avanzato stato di decomposizione,8.491840073647857,46.397473722895725
2022-07-17 00:00:00,Valcolla,2726000,1001044,1,capra,Alcuni animali dispersi Animali non protetti adeguatamente riscontro DNA: lupo,9.040192671122764,45.14988220292936
2022-07-14 00:00:00,Alpe Nara,2709000,1150000,2,carcasse di pecora in avanzato stato di decomposizione,Un capo disperso Animali non proteggibili DNA non raccoglibile causa avanzato stato di decomposizione,8.858427781713987,46.49244440736711
2022-07-12 00:00:00,Antabbia,2680000,1138000,3,pecore,Alcuni animali dispersi Alcune carcasse in avanzato stato di decomposizione Animali non protetti adeguatamente,8.478666834944857,46.38859886483075
2022-07-09 00:00:00,Antabbia,2680000,1138000,4,pecore,Alcuni animali dispersi Alcune carcasse in avanzato stato di decomposizione Animali non protetti adeguatamente,8.478666834944857,46.38859886483075
2022-07-03 00:00:00,Alpe Nara,2709000,1149000,2,pecore,Alcuni animali dispersi Animali non proteggibili riscontro DNA: lupo,8.858192127006228,46.4834502587039
2022-07-02 00:00:00,Rompiago,2720000,1105000,2,capre ferite,Alcuni animali dispersi Animali non protetti adeguatamente riscontro DNA: lupo,8.990082872295481,46.0858403442264
2022-06-30 00:00:00,Sagno,2724000,1792000,1,pecora ferita,Animali non protetti adeguatamente riscontro DNA: non interpretabile,9.246705615684494,52.25330899951582
2022-06-25 00:00:00,Olivone,2713000,1156000,1,pecora,Animali non protetti adeguatamente riscontro DNA: volpe,8.911985621205712,46.54574548445702
2022-06-24 00:00:00,Gorduno,2717000,1120000,1,pecora,Animali non proteggibili riscontro DNA: cane,8.955054917794579,46.221275943544576
2022-06-11 00:00:00,Certara,2726000,1103000,1,capra,Animali non protetti adeguatamente Riscontro DNA: lupo,9.067096341864515,46.06675908865448
2022-06-03 00:00:00,Bosco Gurin,2680000,1131000,21,pecore,Al momento dell'attacco animali non proteggibili Riscontro DNA: lupo,8.47746219397383,46.325634948816734
2022-06-02 00:00:00,Carasso,2720000,1118000,1,pecora,Al momento dell’attacco animali non protetti adeguatamente Riscontro DNA: non interpretabile.,8.993413552711285,46.20275994079181
2022-06-02 00:00:00,Sorsello,2707000,1147000,1,pecora,Al momento dell'attacco animali non protetti,8.831688381486867,46.46578436823785
2022-05-31 00:00:00,Sorsello,2707000,1147000,4,pecore,Al momento dell'attacco animali non protetti,8.831688381486867,46.46578436823785
2022-05-17 07:20:00,Corippo,2707000,1121000,1,pecora,Al momento dell’attacco animali non protetti adeguatamente,8.825704443860001,46.23193457378301
2022-04-26 00:00:00,Piedipiodi/Cerentino,2684000,1128000,19,pecore,Al momento dell'attacco animali non proteggibili,8.528855437558017,46.29816240943102
2022-04-19 00:00:00,Solgone/Pontirone,2720000,1139000,1,capra,Al momento dell'attacco animali non protetti,8.998824017590394,46.39163104951765
2022-04-12 00:00:00,Novazzano,2719000,1077000,13,pecore,Al momento dell'attacco animali non protetti adeguatamente,8.97009102780389,45.834194088072486
2022-04-11 00:00:00,Vellano/Morobbia,2725000,1114000,1,pecora,Al momento dell'attacco animali non protetti adeguatamente,9.057108555892176,46.16587524846765
2022-03-30 00:00:00,Piedipiode/Cerentino,2684000,1128000,4,pecore,Al momento dell'attacco animali non protetti adeguatamente,8.528855437558017,46.29816240943102
2021-11-10 00:00:00,Piandios/Acquarossa,2711000,1148000,4,capre,Al momento dell’attacco animali non protetti,8.88399322932781,46.474127663750494
2021-10-27 00:00:00,Monte Cregua/Malvaglia,2723000,1144000,1,pecora,Al momento dell’attacco animali non protetti,9.03914401162497,46.436056533825955
2021-08-17 13:00:00,Alpe Scaradra/Blenio,2719000,1157000,1,pecora,Al momento dell'attacco animali non protetti,8.990454449164758,46.55369887089682
2021-08-16 00:00:00,Alpe di Pesciora/Alpe di Cavanna/Lago Sabbioni/Bedretto,2681000,1152000,8,,Al momento degli attacchi animali protetti,8.494113483687649,46.514406270631085
2021-07-06 00:00:00,Alpe Rideigra/Blenio,2709000,1152000,4,capre,Al momento dell'attacco animali non protetti,8.858899325086336,46.51043269364358
2021-07-03 00:00:00,Berneggio/Blenio,2713000,1159000,8,pecore,Attacco in due momenti: prima fase animali non proteggibili (2) e in seguito animali protetti (6),8.912720469455554,46.57272749721087
2021-06-23 00:00:00,Somprei/Osco,2702000,1151000,1,pecora,Al momento dell’attacco animali non protetti,8.767487321145294,46.502541607216365
2021-01-12 00:00:00,"Curtina/Val Colla, Lugano",2722000,1105000,4,capre,Al momento dell’attacco animali non protetti,9.015933272004048,46.08548158657252
2020-11-22 00:00:00,Monte Bar/Capriasca,2725000,1111000,1,capra,Al momento dell'attacco animali non protetti,9.056307661352841,46.13889423013874
2020-11-06 00:00:00,Pizzit/Avegno-Gordevio,2703000,1121000,5,capre,Al momento dell'attacco animali non protetti,8.77386189037773,46.23255882377604
2020-11-05 00:00:00,Monte Bar/Capriasca,2725000,1111000,1,capra,Al momento dell'attacco animali non protetti,9.056307661352841,46.13889423013874
2020-10-29 00:00:00,Madone/Mergoscia,2705000,1119000,2,capre,Al momento dell'attacco animali non protetti,8.799333693696731,46.214261152933176
2020-10-04 00:00:00,Monte Bar/Capriasca,2725000,1111000,8,capre,Al momento dell'attacco animali non protetti,9.056307661352841,46.13889423013874
2020-09-08 00:00:00,Spruga/Onsernone,2686000,1119000,4,capre,Al momento dell'attacco animali non protetti,8.553150398137419,46.2169570820541
2020-08-23 00:00:00,Caneggio/Medeglia,2725000,1111000,2,pecore,Al momento dell'attacco animali non protetti,9.056307661352841,46.13889423013874
2020-08-17 00:00:00,Sassera/Capriasca,2719000,1104000,1,capra,Al momento dell'attacco animali non protetti,8.976904056949742,46.0770236926282
2020-08-12 00:00:00,Cogn di Lavazz/Aquila,2715000,1163000,1,pecora,Al momento dell'attacco animali non protetti,8.93980241922087,46.60836220445749
2020-08-09 00:00:00,Furcla sura da Lavazz/Aquila,2715000,1164000,1,pecora,Al momento dell'attacco animali non protetti,8.9400521997075,46.61735611675404
2020-07-27 00:00:00,Cogn di Lavazz/Aquila,2715000,1163000,5,,,8.93980241922087,46.60836220445749
2020-07-23 00:00:00,Cogn di Lavazz/Aquila,2715000,1163000,9,pecore,Al momento dell'attacco animali non protetti,8.93980241922087,46.60836220445749
2020-07-22 00:00:00,Monte Bar/Capriasca,2720000,1106000,1,capra,Al momento dell'attacco animali non protetti,8.990338575164305,46.09483412808788
2020-07-19 00:00:00,Monte Bar/Capriasca,2720000,1106000,1,capra,Al momento dell'attacco animali non protetti,8.990338575164305,46.09483412808788
2020-07-03 00:00:00,Monte Bar/Capriasca,2720000,1106000,2,capre,Al momento dell'attacco animali non protetti,8.990338575164305,46.09483412808788
2020-06-08 00:00:00,Alpe Alzasca/Someo,2688000,1125000,4,pecore,Al momento dell'attacco animali non protetti,8.580196726256261,46.27066655411931
2020-04-28 00:00:00,Monti di Lopagno/Capriasca,2719000,1104000,2,capre,Al momento dell'attacco animali non protetti,8.976904056949742,46.0770236926282
2020-04-23 00:00:00,Prevesigo/Lavertezzo,2708000,1123000,1,pecora,Al momento dell'attacco animali non protetti,8.839127666818241,46.2497631697187
2020-04-12 00:00:00,Bolasctro/Brione Verzasca,2702000,1128000,3,pecore,Al momento dell'attacco animali non protetti,8.762432042883884,46.295671593960094
2020-04-12 00:00:00,Monti di Sementina/Sementina,2718000,1116000,4,pecore,Al momento dell'attacco animali non protetti,8.967002538583156,46.185125722945955
2019-08-22 00:00:00,Pian Bornengo/Airolo,2694000,1158000,7,pecore,Al momento dell'attacco animali non protetti,8.664706510657878,46.566674109066035
2019-08-13 00:00:00,Pian Bornengo/Airolo,2694000,1158000,13,pecore,Al momento dell'attacco animali non protetti,8.664706510657878,46.566674109066035
2019-08-11 00:00:00,Quartina/Airolo,2694000,1158000,12,pecore,Al momento dell'attacco animali non protetti,8.664706510657878,46.566674109066035
2019-07-30 00:00:00,Grasso della Froda/Airolo,2694000,1157000,9,pecore,Al momento dell'attacco animali non protetti,8.664502748394012,46.557679620778195
